site,url,widget_id,title,shape,doctype,html_open,head_open,body_open,rendered_sha256,source_archive_sha256,evidence
jp,https://jp.beautyblossom.kr/73,w20250304acc9968901c3d,피코슈어,document_bundle,true,true,true,true,c5e5138cfc9cedb71cc1772dac6e63d8427f848d7a6cf2cc5792de6612a7e5de,ff5bbc303050f5f29fbb0af28fbef25049b2c37464e0a94e85bdfbc579ad926c,pages/jp/655b6ebe317c2c3a.html.gz
jp,https://jp.beautyblossom.kr/99,w20250319b61362e4b3055,非麻酔ガス麻酔のメリット,document_bundle,true,true,true,true,8a5fd31f977e3502b690a6d14c5367f985265d8e1e82588e7fb8726a553ec81c,2d111ec5f4be74d4a5b0972b18f5b79c9a1db2ca0bc84c56b88dedd401c3b079,pages/jp/2cbbbfb2364d100f.html.gz
jp,https://jp.beautyblossom.kr/99,w20250319da4facce884a9,Porter 笑気鎮静器の特徴,document_bundle,true,true,true,true,b9f3fda737c4892cd02f703a311c227c7e5c4222c75b6f5110cd8d08daf92e1a,2d111ec5f4be74d4a5b0972b18f5b79c9a1db2ca0bc84c56b88dedd401c3b079,pages/jp/2cbbbfb2364d100f.html.gz
jp,https://jp.beautyblossom.kr/99,w2025031949b2f4914b157,非麻酔ガス麻酔のメリット,document_bundle,true,true,true,true,600249259048d347fbcfbff98445da4809bbdf4e5c2977307351cec5e7cb2832,2d111ec5f4be74d4a5b0972b18f5b79c9a1db2ca0bc84c56b88dedd401c3b079,pages/jp/2cbbbfb2364d100f.html.gz
jp,https://jp.beautyblossom.kr/99,w202503195600e14ea098c,全身麻酔と非麻酔ガス麻酔の比較,document_bundle,true,true,true,true,4ebc8fd3055620816a88473b0f07b4fe90591cd61b02ea432cbeaab10961afec,2d111ec5f4be74d4a5b0972b18f5b79c9a1db2ca0bc84c56b88dedd401c3b079,pages/jp/2cbbbfb2364d100f.html.gz
jp,https://jp.beautyblossom.kr/99,w202503191c2ece3b0e90e,ガス麻酔の種類比較,document_bundle,true,true,true,true,01834bd3979635682d0cce9ab932bb9abb1add1536eba41029bf1ce2979c145f,2d111ec5f4be74d4a5b0972b18f5b79c9a1db2ca0bc84c56b88dedd401c3b079,pages/jp/2cbbbfb2364d100f.html.gz
jp,https://jp.beautyblossom.kr/LDM,w2025081428fba776387ce,스컬트라 텍스트 박스,document_bundle,true,true,true,true,6c399227076884fb16ded387de7a06c0d516da898dbd4b59cb9e087276252a88,ce3199ee2de404c5d7de37d9dc6f80a0363ae0dd73a85f37476876c5a4e25c54,pages/jp/67793ac2e3d4ae67.html.gz
jp,https://jp.beautyblossom.kr/Sculptra,w20250814bd41fbe2e9928,비메오 영상 - 수정됨,document_bundle,true,true,true,true,43ae011ad77ce862feeb5ce7f32669ee61209cffa01d2d05d76deeb13da40d9e,897279c35314bd8aff9e4ae472d04791540f7f04dbafaa877dd918f698516dd2,pages/jp/4261877f1fe973d8.html.gz
jp,https://jp.beautyblossom.kr/Sculptra,w202508147a11dc8f0f404,스컬트라 텍스트 박스,document_bundle,true,true,true,true,3939ba9c41eae9d891c6440f87632560a0e51639900b53c708e32a72254b946a,897279c35314bd8aff9e4ae472d04791540f7f04dbafaa877dd918f698516dd2,pages/jp/4261877f1fe973d8.html.gz
jp,https://jp.beautyblossom.kr/Sculptra,w20250814cdf55b1ec11c2,비메오 영상 1,document_bundle,true,true,true,true,61ba1b717acec8abd5d7527fbc278f60c2e1783974d7e073273d8ca7e46d9252,897279c35314bd8aff9e4ae472d04791540f7f04dbafaa877dd918f698516dd2,pages/jp/4261877f1fe973d8.html.gz
jp,https://jp.beautyblossom.kr/thread-lifting,w20260606f36e95c44d9ca,糸リフト | ミントリフト・エピティコン デュアルラインナップ - ビューティーブロッサムクリニック,document_bundle,true,true,true,true,624ad41b5b2030e2a24e2a32c300d6a1a1c36dbc926b5cb0eef9c69a805e8921,42fa799166ac90127d55a96a864e9cb4adf2b7e5f96a456aa708595fc4c2492c,pages/jp/bc25f7c08c009d8d.html.gz
