site,url,widget_id,title,shape,doctype,html_open,head_open,body_open,rendered_sha256,source_archive_sha256,evidence
cn,https://cn.beautyblossom.kr/100,w20250319f5ba235293a27,비수면 가스마취 혜택,document_bundle,true,true,true,true,bba2a27458e904e597e945c01cf5da1b78253091c25efa35b41a2187126d39f6,81031be9e1f1fef9d76646e1a0f38adba69930b62397bb249aaa02ca2019cf27,pages/cn/138e323d9d04e4dd.html.gz
cn,https://cn.beautyblossom.kr/100,w202503197036a52c177cf,Porter 웃음 진정기 특징,document_bundle,true,true,true,true,37640f092a39315f8b0954570ff5eb5e7a7122add427537f0f143c71ac45ef61,81031be9e1f1fef9d76646e1a0f38adba69930b62397bb249aaa02ca2019cf27,pages/cn/138e323d9d04e4dd.html.gz
cn,https://cn.beautyblossom.kr/100,w20250319a007dd9203bcb,비수면 가스마취 혜택,document_bundle,true,true,true,true,07440b8758bf70bed438115c46c3c425e8fabae0aa937f2421aea03d353da728,81031be9e1f1fef9d76646e1a0f38adba69930b62397bb249aaa02ca2019cf27,pages/cn/138e323d9d04e4dd.html.gz
cn,https://cn.beautyblossom.kr/100,w202503199a716586d6332,수면마취와 비수면 가스마취 비교,document_bundle,true,true,true,true,f237dee52cd6a41f7a920346142ab67cf85dca48975e3d5bb2226c914c5ca9a7,81031be9e1f1fef9d76646e1a0f38adba69930b62397bb249aaa02ca2019cf27,pages/cn/138e323d9d04e4dd.html.gz
cn,https://cn.beautyblossom.kr/100,w202503191949d94dfab7f,가스마취 종류 비교,document_bundle,true,true,true,true,e11095aeac6378430e30dd49b78f7cb108b982d8d6998302b8f980e8c8aa587b,81031be9e1f1fef9d76646e1a0f38adba69930b62397bb249aaa02ca2019cf27,pages/cn/138e323d9d04e4dd.html.gz
cn,https://cn.beautyblossom.kr/101,w20250319e108070507c8b,피부 분석 시스템,document_bundle,true,true,true,true,5ab2a69ac79e4227c406d51f678782703bd01f75e12777855ad236f000cc7dcf,df6cc3318297dfc6f969b3a971a4e4cf8ef0b7a744b949472e8ab8965413e75d,pages/cn/b71f299a26d9d0ed.html.gz
cn,https://cn.beautyblossom.kr/101,w20250319c363d587040cf,3D 피부 진단 혜택,document_bundle,true,true,true,true,532cdff0606376364f3b5d027950fcba1d56ca209cee32d095af19af3d36841d,df6cc3318297dfc6f969b3a971a4e4cf8ef0b7a744b949472e8ab8965413e75d,pages/cn/b71f299a26d9d0ed.html.gz
cn,https://cn.beautyblossom.kr/108,w202507136202f3509509a,시술 전후 비교,document_bundle,true,true,true,true,f6452dc2d117663d0a1a35e5ea30170a031ed63778ef12e5fa5267a48138fdd2,069429c41eb38667bd9c68e2c26ad024e2dedbe60f59aab7a7965cd6dc0a28e8,pages/cn/dfd12a5badb8c77d.html.gz
cn,https://cn.beautyblossom.kr/129,w20250306881d4b5d7f555,모던 카드 디자인,document_bundle,true,true,true,true,2067e516e2d6883cfd1b80d9194bdc40bb7cc967c0236f6d318fb561255d9f9a,df10b79a1216964707a14386a03d436d6b4ce4fb640a760b27ed7224c1e89b82,pages/cn/a207099fea23f750.html.gz
cn,https://cn.beautyblossom.kr/130,w20250306bd1c2e7294436,피부 시술 비교 테이블,document_bundle,true,true,true,true,5bc5249814901b6c8020def5e624209688ba786eb13806eea9463cbcfe1a7a1f,f772acbc2da490faefcbada8a2ac12e92d55a2cc7e896d4d498f1f1dac30b4f5,pages/cn/c76bdcf2e28b580f.html.gz
cn,https://cn.beautyblossom.kr/28,w202503067b7a1da2910a4,보톡스 시술 부위,document_bundle,true,true,true,true,32c214427373be5d9d21b7d88122819e7646a20db5e297df4a71ec26e5dfc872,83e1c1a5bd2d46b53012661c2c41575bd90ec373e7aa9194096991f04e857490,pages/cn/b18baa5f9ba93afe.html.gz
cn,https://cn.beautyblossom.kr/39,w20250916db784093cad1e,의료장비 전문 솔루션,document_bundle,true,true,true,true,37a500ceeb52dad2cf41a0821b1b99cc642490992fc4ff9ee97cc98ce6f62857,70d2340d615b387f44777f79a4cbaf19bc8df27cdbad278f60c08e2f5a542ec6,pages/cn/e1841eaa8faa66c1.html.gz
cn,https://cn.beautyblossom.kr/3D,w202508147c3c54e334aed,EVE V MUSE 리포트 안내,partial_document,true,true,true,false,fc5d4f2008d44636507096ec2ec9ca2feef2a95b629050110597fd0de8afa7bf,44bad38864b20f50ce22216d1e4edce3bc4d5f8ccaa10643ee301551348060d3,pages/cn/71fae028b83e918b.html.gz
cn,https://cn.beautyblossom.kr/55,w202503061b0a23651521d,바디 부위별 시술 안내,document_bundle,true,true,true,true,67c63d436f97df8333d84041c78740f5644ebbd93ef50b1f423998e617340488,2cf7fa1e5a75a8fc5ab590401822b91c3ea66b871e382f6561666dc65777d008,pages/cn/a332fd7c73068526.html.gz
cn,https://cn.beautyblossom.kr/65,w202503069af6719ca67c4,3단계 필링 시스템,document_bundle,true,true,true,true,86f8ae3ca92517c71b6989b3c70dfe264c49345dcdad48a0c9874ee8f80902f7,d049f1a89705f533b80071ff57e811e6a796d0a7a7ff148203f7b1db0a8111dd,pages/cn/107e97d0f4c90a9a.html.gz
cn,https://cn.beautyblossom.kr/67,w20250306ae1905663d444,3단계 필링 시스템,document_bundle,true,true,true,true,2179691656ce82a619f71de805838a9161f38077109e5106d44455cbe02fb00f,1062b1c440ef7292da79729f2189be2ff22523052258fad2d1ff1266ec35c61f,pages/cn/a4b7410c5a9771a8.html.gz
cn,https://cn.beautyblossom.kr/69,w20250306ca0763918845e,여드름 종류와 특징,document_bundle,true,true,true,true,e734c683ddb47cf3eadf734396fe55d8976ae8a81c5f25b5047985055fe2bec8,0439935791f289f8c9eeda3142d56537a6e07b4edb5c4edaecabac0cb7815a9f,pages/cn/c4ff4f51ddf6b2a3.html.gz
cn,https://cn.beautyblossom.kr/73,w202503063f13894eef753,PicoSure,document_bundle,true,true,true,true,b453652a9487425ad02fa3c45e6fec8eaaea8d75c8f79e28102803147aa3037e,289c91acd51f0e6accbb2d7dfdfeaff970a2dabde4058ad8050cf78a28a876d8,pages/cn/1b800f5a5969e07f.html.gz
cn,https://cn.beautyblossom.kr/LDM,w20250814a5c444dad8fdf,스컬트라 텍스트 박스,document_bundle,true,true,true,true,2f30192426e7a2c08ec2d0c88129104cca1285fe48b703b309307f525eb05e77,2383fc85b9f71fe940a0c6fdbd6e6f6a9a6df723cb5292884e9d3e382058da62,pages/cn/87bfadde558303e3.html.gz
cn,https://cn.beautyblossom.kr/Sculptra,w2025081421e7d390242b5,비메오 영상 - 수정됨,document_bundle,true,true,true,true,43ae011ad77ce862feeb5ce7f32669ee61209cffa01d2d05d76deeb13da40d9e,1fdffc37e966280729657e54c221692e5223b694b63100afb4cd9f65765a1497,pages/cn/f217a0041b0d3d12.html.gz
cn,https://cn.beautyblossom.kr/Sculptra,w2025081499a0166df77a4,스컬트라 텍스트 박스,document_bundle,true,true,true,true,d2c7f5a17efe74f6744e0878ddffc25ee4faad55495e1f848b5d5ebd0bd13683,1fdffc37e966280729657e54c221692e5223b694b63100afb4cd9f65765a1497,pages/cn/f217a0041b0d3d12.html.gz
cn,https://cn.beautyblossom.kr/Sculptra,w2025081493f72d4dce705,비메오 영상 1,document_bundle,true,true,true,true,61ba1b717acec8abd5d7527fbc278f60c2e1783974d7e073273d8ca7e46d9252,1fdffc37e966280729657e54c221692e5223b694b63100afb4cd9f65765a1497,pages/cn/f217a0041b0d3d12.html.gz
cn,https://cn.beautyblossom.kr/thread-lifting,w20260606652e0467c509d,线雕拉提 | MINT & epiticon 双线产品组合 - Beauty Blossom 丽朵皮肤科,document_bundle,true,true,true,true,25e32c341a5507775af5fcdc403376c57145bd32fa93906a2fc8b4713fff4ea6,3950dd723c16d3d35fd1b375fa07e3d75037fe7f0d2f9a9b6fabb17e62f20483,pages/cn/e9806bcad635be8a.html.gz
tw,https://tw.beautyblossom.kr/129,w2025121029987cc15c986,모던 카드 디자인,document_bundle,true,true,true,true,f9cc6a55b197f24ba6adecb326110ba49a710709bd946acf5e0d5a258467ac96,948fdb6df411226f7cdac03888c01267b966afcbc6c2721c11761af48c6fe0c1,pages/tw/375a7b1c30549f24.html.gz
tw,https://tw.beautyblossom.kr/130,w20251210835ce0069214f,피부 시술 비교 테이블,document_bundle,true,true,true,true,4073dad123672b57e95aa4158713347258a69802d548e6b5d5535d1461019154,cc6f8a7984b5248e6fd98124fa9184d1cbb3a2e3c30d320ece7da29ce7196af9,pages/tw/4d820109cf710a6f.html.gz
tw,https://tw.beautyblossom.kr/131,w2025121062576e2262e16,비수면 가스마취 혜택,document_bundle,true,true,true,true,00486927a3934adce254007995bd8f8d7db4ca2981a1f0f7cbf8fd29fd953491,35074f18be2fb986ab8eda178bf6899fca3af4d2471985bfa61fab25395fc793,pages/tw/a9831071ef56c36f.html.gz
tw,https://tw.beautyblossom.kr/131,w20251210b7b22a39a81ac,Porter 웃음 진정기 특징,document_bundle,true,true,true,true,022d30575d779515ddb27b5ab83088fe367c1bbde6bf01140579fefe1b85c044,35074f18be2fb986ab8eda178bf6899fca3af4d2471985bfa61fab25395fc793,pages/tw/a9831071ef56c36f.html.gz
tw,https://tw.beautyblossom.kr/131,w20251210969c15d0ecd47,비수면 가스마취 혜택,document_bundle,true,true,true,true,2adf8d1a4ed4997c9bad7c4112f481ab0e9b300a8849cf9e9cbc0a42e2fe599b,35074f18be2fb986ab8eda178bf6899fca3af4d2471985bfa61fab25395fc793,pages/tw/a9831071ef56c36f.html.gz
tw,https://tw.beautyblossom.kr/131,w20251210fdbaff39b1f05,수면마취와 비수면 가스마취 비교,document_bundle,true,true,true,true,2db958c151446703ccf78b6a7ab32a4ec423d213c9d73c554392f0f5cc5393b9,35074f18be2fb986ab8eda178bf6899fca3af4d2471985bfa61fab25395fc793,pages/tw/a9831071ef56c36f.html.gz
tw,https://tw.beautyblossom.kr/131,w2025121078ebfdc27630d,가스마취 종류 비교,document_bundle,true,true,true,true,e46a1dcfb5942d99e8b7a9032392a6ba35c3a2d8413b4cfe20e58eca4009f606,35074f18be2fb986ab8eda178bf6899fca3af4d2471985bfa61fab25395fc793,pages/tw/a9831071ef56c36f.html.gz
tw,https://tw.beautyblossom.kr/132,w2025121096cf632794bbb,AI 빅데이터 분석 - 피부 진단 시스템,document_bundle,true,true,true,true,12eb4df8d40ece4ad51f7661652dc0d9de7935f0fc5d543921d0974fb11da7f4,ee2fc8a774875b1fb32eb84c4b1d88c7611da7070431efab7e24399f109430fc,pages/tw/ee106b07baceef35.html.gz
tw,https://tw.beautyblossom.kr/132,w20251210e005a7d128440,EVE V MUSE 리포트 안내,document_bundle,true,true,true,true,db736b53666ae9281120cf32fb766380108f18ad2fd004c64f516165cee224f9,ee2fc8a774875b1fb32eb84c4b1d88c7611da7070431efab7e24399f109430fc,pages/tw/ee106b07baceef35.html.gz
tw,https://tw.beautyblossom.kr/132,w20251210a0aaaec246b53,피부 분석 솔루션,document_bundle,true,true,true,true,a06b800778992ec56d722f4538ffa5b16b458caa49fa0b8106d984daec5a3e48,ee2fc8a774875b1fb32eb84c4b1d88c7611da7070431efab7e24399f109430fc,pages/tw/ee106b07baceef35.html.gz
tw,https://tw.beautyblossom.kr/132,w20251210c090361603790,진료 과정,document_bundle,true,true,true,true,3b5090b4403e420ff416cbec12ce4535638d04731b5720c658f5e555f3a4d3c0,ee2fc8a774875b1fb32eb84c4b1d88c7611da7070431efab7e24399f109430fc,pages/tw/ee106b07baceef35.html.gz
tw,https://tw.beautyblossom.kr/140,w202512100fbd54127593c,스컬트라 효과,document_bundle,true,true,true,true,2ec43f2fc77b86d8b1b69de78b3336f6eaf06e57d1da316540900e2c71985749,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/140,w20251210c344a221cd8c2,비메오 영상 - 수정됨,document_bundle,true,true,true,true,28eaad13ad32ae1ead72ef025e3840a810f7965d034d2295bbd91625c4cda5c3,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/140,w20251210934877b683ce4,스컬트라 텍스트 박스,document_bundle,true,true,true,true,c249293c72420c2db9329c340a48a48769c47c4c03766aefbd59fda15cae22a9,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/140,w202512106e0411684ffa1,비메오 영상 1,document_bundle,true,true,true,true,ca8f48e03d502224c5041518dba2cc525609594754a8d08bdae3af83b0946ba5,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/140,w20251210835cf3bb9bb7f,스컬트라 vs 필러 비교,document_bundle,true,true,true,true,5795276517e0665909ee96bf308c1c8a8496093aada5ec28029f3747cbfb0802,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/140,w20251210464c99278cfe7,스컬트라 FAQ - 자주 묻는 질문,document_bundle,true,true,true,true,ec16cf98d76afc9cded6406902f32a64712ca0e5e4dde5b1bd35f09327dfdc79,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/140,w20251210a09399874f0bc,스컬트라 시술 정보,document_bundle,true,true,true,true,7104107eca91b05dd4c61ca8a80f0c822330ca53815a7f22cc1e24ac09949701,9be1aa14ecf4e7fb8597c64437f60ea0c5d75f88315c91f8be112734f85e2fb0,pages/tw/ece32ef308fed7bf.html.gz
tw,https://tw.beautyblossom.kr/143,w202512108beb83f59688a,피부 분석 시스템,document_bundle,true,true,true,true,529056811adcdd0f867e0d9c4b5efe74d3fbcf72fb051d2eec21af3ff63a15a8,e65f695236c12719299c6c64db501bfd651ce68714c398946f7832ad38311726,pages/tw/76a17bf093990e67.html.gz
tw,https://tw.beautyblossom.kr/143,w2025121001179240254d2,3D 피부 진단 혜택,document_bundle,true,true,true,true,5d21ba00cf8197214fee9d7f8084e7926afe5fd003588d4fc985262ff5af4410,e65f695236c12719299c6c64db501bfd651ce68714c398946f7832ad38311726,pages/tw/76a17bf093990e67.html.gz
tw,https://tw.beautyblossom.kr/39,w202512102888ce05cf065,의료장비 전문 솔루션,document_bundle,true,true,true,true,37a500ceeb52dad2cf41a0821b1b99cc642490992fc4ff9ee97cc98ce6f62857,660b6520fc8b7dfef4063721661e6745f49234dcb9e3e1439709a56919194885,pages/tw/165e48436611faf0.html.gz
tw,https://tw.beautyblossom.kr/65,w202512104dbfcb3f573dc,3단계 필링 시스템,document_bundle,true,true,true,true,5804a45d5442555f88e0e51345d5533d23a937371120a34c0325d1797ce9eb34,ad757ffea12bfc1465b7a26a9214feb09ea250ab03263dab2fa2a7eb97325b35,pages/tw/60fe16b9341fd4af.html.gz
tw,https://tw.beautyblossom.kr/69,w20251210b26802b2d4176,여드름 종류와 특징,document_bundle,true,true,true,true,8371d62ae15d8260950e5b5707667b9cc9638c4b7478b9f1261a589a9c9e9d86,3dc7644769bb1e0c0f9feed5421466bbe650ae0942c452feead496bc89e1dc45,pages/tw/2b6db8104ad1ce21.html.gz
tw,https://tw.beautyblossom.kr/LDM,w20251210534ecb77fd5fe,스컬트라 텍스트 박스,document_bundle,true,true,true,true,305f49d15e22355da8f055e8495222f7ababe5d6844a30a4345f738c5f6062f8,1ff59db63de94912df1da39b8afbe3fd7305ccdf19489f93fb47b549b6fa39df,pages/tw/3ef1a47db2f66d7b.html.gz
tw,https://tw.beautyblossom.kr/LDM,w20251210937912165de16,Thermage Features,document_bundle,true,true,true,true,930fb1791641eab212dfa70e12d3f1901869403ef3987f0c6c1f228c9d4b421d,1ff59db63de94912df1da39b8afbe3fd7305ccdf19489f93fb47b549b6fa39df,pages/tw/3ef1a47db2f66d7b.html.gz
tw,https://tw.beautyblossom.kr/LDM,w2025121025796f60be7ce,스킨케어 프로그램 - 주름 타이트닝 리프팅 여드름 민감성 피부 치료,document_bundle,true,true,true,true,f6ebb1fa5afd66b05ffca1437a7b71b24aec823f8c391d1dea3f9feb0dc90d94,1ff59db63de94912df1da39b8afbe3fd7305ccdf19489f93fb47b549b6fa39df,pages/tw/3ef1a47db2f66d7b.html.gz
tw,https://tw.beautyblossom.kr/LDM,w20251210e563701cb8e24,피부 관리 솔루션,document_bundle,true,true,true,true,3efea90367caf746b280bd1f6f87312d5cf27777c776cdf1733237eda4b4ea5e,1ff59db63de94912df1da39b8afbe3fd7305ccdf19489f93fb47b549b6fa39df,pages/tw/3ef1a47db2f66d7b.html.gz
tw,https://tw.beautyblossom.kr/LDM,w20251210f371328cf15a2,수술 후 주의사항,document_bundle,true,true,true,true,4aa8fb50a23c78bd7f35addd756c0b8a80643b81fad628a0449c9021d9338db6,1ff59db63de94912df1da39b8afbe3fd7305ccdf19489f93fb47b549b6fa39df,pages/tw/3ef1a47db2f66d7b.html.gz
tw,https://tw.beautyblossom.kr/thread-lifting,w20260606699d46907f33a,埋線拉提 | MINT & epiticon 雙線材組合 - Beauty Blossom 麗朵皮膚科,document_bundle,true,true,true,true,efb1c1d87f71ed8c4cd16e1da62aea72d264552262da424fcb01949b5777a68c,37a9dc940e9361c736eb7cf8a3c4e9a7c4518f889ffb61dae77bb4e8ec5d4c27,pages/tw/a0835b58f5c98acd.html.gz
